0.383900	0.000000	2430.000000	0.000000
0.321300	0.000000	4931.000000	0.000000
0.019600	0.000000	5065.500000	0.000000
0.018800	0.000000	4328.500000	0.000000
0.073800	0.000000	6876.000000	0.000000
0.104800	0.000000	5984.500000	0.000000
0.027700	0.000000	5823.000000	0.000000
0.066400	0.000000	7021.000000	0.000000
0.166500	0.000000	5725.000000	0.000000
0.032500	0.981500	10949.00000	10746.000000
0.011300	0.000000	5916.000000	0.000000
0.016000	0.000000	6239.500000	0.000000
0.018200	0.000000	6145.000000	0.000000
0.020400	0.000000	6079.500000	0.000000
0.016300	0.000000	5323.500000	0.000000
0.016600	0.000000	4334.000000	0.000000
0.010200	0.000000	4290.500000	0.000000
0.024600	0.000000	4979.000000	0.000000
0.023800	0.000000	4874.500000	0.000000
0.023500	0.000000	5134.500000	0.000000
0.110600	0.000000	4185.000000	0.000000
0.016800	0.000000	2665.000000	0.000000
0.025700	0.000000	2849.500000	0.000000
0.139000	0.000000	4438.000000	0.000000
0.023800	0.000000	4573.500000	0.000000
0.035600	0.980800	9626.000000	9441.000000
0.059800	0.000000	5792.000000	0.000000
0.051000	0.981600	9596.000000	9419.000000
0.017800	0.000000	2903.500000	0.000000
0.026000	0.000000	2683.500000	0.000000
0.045100	0.000000	2729.000000	0.000000
0.103900	0.000000	3883.500000	0.000000
0.104700	0.000000	4341.500000	0.000000
0.280000	0.967400	8654.000000	8372.000000
0.133200	0.000000	4459.500000	0.000000
0.027200	0.000000	5258.000000	0.000000
0.099600	0.000000	5659.500000	0.000000
0.282100	0.972200	10844.00000	10543.000000
0.034400	0.000000	3487.500000	0.000000
0.033200	0.000000	3186.500000	0.000000
0.134000	0.000000	3168.500000	0.000000
0.063200	0.000000	3274.500000	0.000000
0.016400	0.000000	3033.500000	0.000000
0.111900	0.000000	3001.500000	0.000000
0.024900	0.000000	3198.000000	0.000000
0.030200	0.000000	3297.500000	0.000000
0.138200	0.000000	4114.500000	0.000000
0.135200	0.000000	4165.000000	0.000000
0.814800	0.999999	6699.000000	6695.000000
0.018300	0.000000	4629.500000	0.000000
0.076500	0.000000	5862.500000	0.000000
0.819900	0.999999	10917.00000	10916.000000
0.812100	0.999999	7536.000000	7530.000000
0.020000	0.000000	4196.000000	0.000000
0.185100	0.000000	7862.000000	0.000000
0.017400	0.000000	7957.000000	0.000000
0.013400	0.000000	7953.500000	0.000000
0.188900	0.000000	7891.000000	0.000000
0.036400	0.000000	7023.000000	0.000000
0.029200	0.000000	6049.000000	0.000000
0.030700	0.000000	3249.500000	0.000000
0.980900	0.000000	6579.000000	0.000000
0.984200	0.000000	6401.000000	0.000000
0.983200	0.000000	6475.000000	0.000000
0.011600	0.000000	7343.500000	0.000000
0.011800	0.000000	7967.500000	0.000000
0.033200	0.000000	7904.500000	0.000000
0.020200	0.000000	7817.500000	0.000000
0.596000	0.000000	7958.500000	0.000000
0.010400	0.000000	7505.500000	0.000000
0.020700	0.000000	7999.000000	0.000000
0.016700	0.000000	7965.500000	0.000000
0.166600	0.027600	24607.00000	679.000000
0.017400	0.000000	7959.000000	0.000000
0.018900	0.000000	7949.500000	0.000000
0.016800	0.000000	7978.500000	0.000000
0.049800	0.000000	7988.500000	0.000000
0.030400	0.000000	7821.000000	0.000000
0.242600	0.955100	27396.00000	26166.000000
0.059000	0.000000	7974.500000	0.000000
0.059000	0.000000	7974.500000	0.000000
0.018400	0.000000	7956.500000	0.000000
0.018400	0.000000	7956.500000	0.000000
0.026600	0.000000	7963.500000	0.000000
0.026600	0.000000	7963.500000	0.000000
0.156000	0.028200	22239.00000	627.000000
0.156000	0.028200	22239.00000	627.000000
0.047800	0.000000	7980.000000	0.000000
0.047800	0.000000	7980.000000	0.000000
0.011700	0.000000	7917.500000	0.000000
0.011700	0.000000	7917.500000	0.000000
0.017000	0.000000	7931.000000	0.000000
0.025000	0.000000	7906.000000	0.000000
0.020400	0.000000	3152.500000	0.000000
0.013000	0.000000	1057.500000	0.000000
